Empresa,Id
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-763
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-762
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-710
Sistemas de Energía Internacional,ANTSE-30
Sistemas de Energía Internacional,ANTSE-29
Sistemas de Energía Internacional,FASE-2464
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-761
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-760
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-759
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-758
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-757
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-756
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-755
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-754
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-753
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-752
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-751
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-750
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-749
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-748
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-747
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-738
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-709
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-688
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-647
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-645
Sistemas de Energía Internacional,ANTSE-28
Rec y Disp de Desechos Amb S.A. de C.V.,FCACECO-14
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-777
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-776
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-746
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-745
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-744
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-743
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-742
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-741
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-737
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-732
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-731
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-730
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-719
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-718
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-687
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-664
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-644
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-596
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-595
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-594
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-593
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-578
Sistemas de Energía Internacional,FASE-2463
Sistemas de Energía Internacional,FASE-2462
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-740
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-592
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-591
Sistemas de Energía Internacional,FASE-2461
Gentor,FAGE-558
Gentor,FAGE-557
Gentor,FAGE-556
Gentor,FAGE-555
Gentor,FAGE-554
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-590
SSNL Servicios Sustentables NL,FCABN-25
Sistemas de Energía Internacional,FASE-2460
Sistemas de Energía Internacional,FASE-2459
Inge y Mejor Ambiental S.A. de C.V.,FACHYD-3
SSNL Servicios Sustentables NL,FABN-523
Domos Telecomunicaciones S.A. de C.V.,FDT-370
Domos Telecomunicaciones S.A. de C.V.,FDT-369
Domos Telecomunicaciones S.A. de C.V.,FDT-368
Domos Telecomunicaciones S.A. de C.V.,FDT-367
Domos Telecomunicaciones S.A. de C.V.,FDT-366
SERVICIOS CORPORATIVOS GENTOR,FASCG-70
SERVICIOS CORPORATIVOS GENTOR,FASCG-69
SERVICIOS CORPORATIVOS GENTOR,FASCG-68
SERVICIOS CORPORATIVOS GENTOR,FASCG-67
SERVICIOS CORPORATIVOS GENTOR,FASCG-66
SERVICIOS CORPORATIVOS GENTOR,FASCG-65
SERVICIOS CORPORATIVOS GENTOR,FASCG-64
SERVICIOS CORPORATIVOS GENTOR,FASCG-63
Gentor Servicios,FAGS-132
Gentor Servicios,FAGS-131
Gentor Servicios,FAGS-130
Gentor Servicios,FAGS-129
Gentor Servicios,FAGS-128
Gentor Servicios,FAGS-127
Gentor Servicios,FAGS-126
Gentor Servicios,FAGS-125
Gentor Servicios,FAGS-124
Gentor,FAGE-553
Gentor,FAGE-552
Gentor,FAGE-551
Gentor,FAGE-550
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-589
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-588
SSNL Servicios Sustentables NL,FABN-521
SSNL Servicios Sustentables NL,FABN-520
Domos Telecomunicaciones S.A. de C.V.,FDT-365
Domos Telecomunicaciones S.A. de C.V.,FDT-364
Domos Telecomunicaciones S.A. de C.V.,FDT-363
Domos Telecomunicaciones S.A. de C.V.,FDT-362
Domos Telecomunicaciones S.A. de C.V.,FDT-361
Domos Telecomunicaciones S.A. de C.V.,FDT-360
Domos Telecomunicaciones S.A. de C.V.,FDT-359
Sistemas de Energía Internacional,FASE-2471
Sistemas de Energía Internacional,FASE-2457
SSNL Servicios Sustentables NL,FABN-519
Inge y Mejor Ambiental S.A. de C.V.,FACHYD-2
Inge y Mejor Ambiental S.A. de C.V.,FACHYD-1
CHP,FACHP-8
CHP,FACHP-7
Sistemas de Energía Internacional,FASE-2456
Domos Telecomunicaciones S.A. de C.V.,FDT-358
Domos Telecomunicaciones S.A. de C.V.,FDT-357
Domos Telecomunicaciones S.A. de C.V.,FDT-356
Domos Telecomunicaciones S.A. de C.V.,FDT-355
Domos Telecomunicaciones S.A. de C.V.,FDT-354
Domos Telecomunicaciones S.A. de C.V.,FDT-353
Domos Telecomunicaciones S.A. de C.V.,FDT-352
Domos Telecomunicaciones S.A. de C.V.,FDT-351
Domos Telecomunicaciones S.A. de C.V.,FDT-350
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-586
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-585
Domos Telecomunicaciones S.A. de C.V.,FDT-349
Domos Telecomunicaciones S.A. de C.V.,FDT-348
Domos Telecomunicaciones S.A. de C.V.,FDT-347
Domos Telecomunicaciones S.A. de C.V.,FDT-346
Domos Telecomunicaciones S.A. de C.V.,FDT-345
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-584
Domos Telecomunicaciones S.A. de C.V.,FDT-342
Domos Telecomunicaciones S.A. de C.V.,FDT-341
Domos Telecomunicaciones S.A. de C.V.,FDT-340
Domos Telecomunicaciones S.A. de C.V.,FDT-339
Domos Telecomunicaciones S.A. de C.V.,FDT-338
Sistemas de Energía Internacional,FASE-2455
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-583
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-582
SSNL Servicios Sustentables NL,FABN-518
Sistemas de Energía Internacional,FASE-2454
Sistemas de Energía Internacional,FCASE-126
Sistemas de Energía Internacional,FASE-2453
Sistemas de Energía Internacional,FASE-2452
SSNL Servicios Sustentables NL,FCABN-24
SSNL Servicios Sustentables NL,FCABN-21
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-581
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-580
SSNL Servicios Sustentables NL,FABN-514
SSNL Servicios Sustentables NL,FABN-513
SSNL Servicios Sustentables NL,FABN-512
SSNL Servicios Sustentables NL,FABN-511
SSNL Servicios Sustentables NL,FABN-510
SSNL Servicios Sustentables NL,FABN-509
SSNL Servicios Sustentables NL,FABN-508
SSNL Servicios Sustentables NL,FABN-507
SSNL Servicios Sustentables NL,FABN-505
SSNL Servicios Sustentables NL,FABN-504
SSNL Servicios Sustentables NL,FABN-503
SSNL Servicios Sustentables NL,FABN-502
SSNL Servicios Sustentables NL,FABN-501
SSNL Servicios Sustentables NL,FABN-500
SSNL Servicios Sustentables NL,FABN-499
SSNL Servicios Sustentables NL,FABN-498
SSNL Servicios Sustentables NL,FABN-497
SSNL Servicios Sustentables NL,FABN-496
SSNL Servicios Sustentables NL,FABN-495
SSNL Servicios Sustentables NL,FABN-494
SSNL Servicios Sustentables NL,FABN-493
Sistemas de Energía Internacional,FASE-2450
Sistemas de Energía Internacional,FASE-2449
Sistemas de Energía Internacional,FASE-2448
CHP,FACHP-6
Sistemas de Energía Internacional,FASE-2447
Sistemas de Energía Internacional,FASE-2446
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-717
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-577
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-576
Gentor,FAGE-559
Sistemas de Energía Internacional,FASE-2451
Sistemas de Energía Internacional,FASE-2443
Gentor,FAGE-549
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-922
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-916
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-863
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-837
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-836
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-835
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-834
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-822
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-735
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-716
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-715
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-713
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-684
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-637
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-622
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1030
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1018
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1017
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1014
Sistemas de Energía Internacional,FASE-2442
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-963
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-806
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-729
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-705
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-654
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-653
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-642
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-634
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-633
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-616
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-615
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-614
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-613
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-612
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-611
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-610
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-609
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1029
SERVICIOS CORPORATIVOS GENTOR,FASCG-62
SERVICIOS CORPORATIVOS GENTOR,FASCG-61
SERVICIOS CORPORATIVOS GENTOR,FASCG-60
SERVICIOS CORPORATIVOS GENTOR,FASCG-59
SERVICIOS CORPORATIVOS GENTOR,FASCG-58
SERVICIOS CORPORATIVOS GENTOR,FASCG-57
SERVICIOS CORPORATIVOS GENTOR,FASCG-56
Gentor Servicios,FAGS-123
Gentor Servicios,FAGS-122
Gentor,FAGE-548
Gentor,FAGE-547
Gentor,FAGE-546
Gentor,FAGE-545
Gentor,FAGE-544
Inge y Mejor Ambiental S.A. de C.V.,FACHYD-9
Inge y Mejor Ambiental S.A. de C.V.,FACHYD-6
Ingenieria y Mejoramiento Ambiental,FACHYD-44
Ingenieria y Mejoramiento Ambiental,FACHYD-43
Ingenieria y Mejoramiento Ambiental,FACHYD-42
Inge y Mejor Ambiental S.A. de C.V.,FACHYD-12
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-920
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-918
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-917
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-850
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-693
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-680
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-679
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-678
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-677
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-676
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-675
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-658
Sistemas de Energía Internacional,FASE-2441
SERVICIOS CORPORATIVOS GENTOR,FASCG-55
Gentor Servicios,FAGS-121
Gentor Servicios,FAGS-120
Gentor Servicios,FAGS-119
Gentor Servicios,FAGS-118
Gentor Servicios,FAGS-117
Gentor Servicios,FAGS-116
Gentor,FAGE-543
Gentor,FAGE-542
Gentor,FAGE-541
Gentor,FAGE-540
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-919
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-841
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-712
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-711
Domos Telecomunicaciones S.A. de C.V.,FDT-507
Domos Telecomunicaciones S.A. de C.V.,FCDT-8
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-923
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-640
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-605
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-824
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-690
Inge y Mejor Ambiental S.A. de C.V.,FACHYD-5
Ingenieria y Mejoramiento Ambiental,FACHYD-41
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-840
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-828
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-689
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-673
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-643
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-626
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-599
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1240
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1025
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-870
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-846
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1110
Domos Telecomunicaciones S.A. de C.V.,FDT-466
Domos Telecomunicaciones S.A. de C.V.,FDT-465
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-853
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-736
Domos Telecomunicaciones S.A. de C.V.,FDT-467
Domos Telecomunicaciones S.A. de C.V.,FDT-464
Domos Telecomunicaciones S.A. de C.V.,FDT-463
Domos Telecomunicaciones S.A. de C.V.,FDT-462
Domos Telecomunicaciones S.A. de C.V.,FDT-460
Domos Telecomunicaciones S.A. de C.V.,FDT-459
Domos Telecomunicaciones S.A. de C.V.,FDT-458
Domos Telecomunicaciones S.A. de C.V.,FDT-456
Domos Telecomunicaciones S.A. de C.V.,FDT-455
Domos Telecomunicaciones S.A. de C.V.,FDT-454
Domos Telecomunicaciones S.A. de C.V.,FDT-453
Domos Telecomunicaciones S.A. de C.V.,FDT-452
Domos Telecomunicaciones S.A. de C.V.,FCDT-6
Domos Telecomunicaciones S.A. de C.V.,FCDT-1
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-627
Sistemas de Energía Internacional,ANTSE-27
Sistemas de Energía Internacional,ANTSE-26
Domos Telecomunicaciones S.A. de C.V.,FDT-451
Domos Telecomunicaciones S.A. de C.V.,FDT-450
Domos Telecomunicaciones S.A. de C.V.,FDT-449
CHP,FACHP-5
CHP,FACHP-4
Domos Telecomunicaciones S.A. de C.V.,FDT-448
Domos Telecomunicaciones S.A. de C.V.,FDT-447
Domos Telecomunicaciones S.A. de C.V.,FDT-446
Domos Telecomunicaciones S.A. de C.V.,FDT-445
Sistemas de Energía Internacional,FASE-2436
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-872
Sistemas de Energía Internacional,FASE-2432
Domos Telecomunicaciones S.A. de C.V.,FDT-444
Domos Telecomunicaciones S.A. de C.V.,FDT-443
Domos Telecomunicaciones S.A. de C.V.,FDT-442
Sistemas de Energía Internacional,FASE-2431
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-670
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-621
Domos Telecomunicaciones S.A. de C.V.,FDT-440
Domos Telecomunicaciones S.A. de C.V.,FDT-439
Domos Telecomunicaciones S.A. de C.V.,FDT-438
Domos Telecomunicaciones S.A. de C.V.,FDT-437
Domos Telecomunicaciones S.A. de C.V.,FDT-436
Domos Telecomunicaciones S.A. de C.V.,FDT-434
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-669
Sistemas de Energía Internacional,FASE-2430
Sistemas de Energía Internacional,FASE-2429
Sistemas de Energía Internacional,FASE-2428
Sistemas de Energía Internacional,FASE-2427
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-683
SSNL Servicios Sustentables NL,FABN-492
SSNL Servicios Sustentables NL,FABN-491
SSNL Servicios Sustentables NL,FABN-490
SSNL Servicios Sustentables NL,FABN-489
SSNL Servicios Sustentables NL,FABN-488
SSNL Servicios Sustentables NL,FABN-487
SSNL Servicios Sustentables NL,FABN-486
SSNL Servicios Sustentables NL,FABN-485
SSNL Servicios Sustentables NL,FABN-484
SSNL Servicios Sustentables NL,FABN-483
SSNL Servicios Sustentables NL,FABN-482
SSNL Servicios Sustentables NL,FABN-481
SSNL Servicios Sustentables NL,FABN-480
SSNL Servicios Sustentables NL,FABN-479
SSNL Servicios Sustentables NL,FABN-478
SSNL Servicios Sustentables NL,FABN-477
SSNL Servicios Sustentables NL,FABN-476
SSNL Servicios Sustentables NL,FABN-475
SSNL Servicios Sustentables NL,FABN-474
SSNL Servicios Sustentables NL,FABN-473
SSNL Servicios Sustentables NL,FABN-472
Gentor,FCAGE-99
Gentor,FCAGE-98
Gentor,FCAGE-101
Gentor,FAGE-539
Sistemas de Energía Internacional,FASE-2426
Sistemas de Energía Internacional,FASE-2425
Inge y Mejor Ambiental S.A. de C.V.,FACHYD-8
Ingenieria y Mejoramiento Ambiental,FACHYD-39
Sistemas de Energía Internacional,FASE-2424
Sistemas de Energía Internacional,FASE-2423
Sistemas de Energía Internacional,FASE-2421
Gentor Servicios,FAGS-114
Sistemas de Energía Internacional,FCASE-118
Sistemas de Energía Internacional,FCASE-117
Sistemas de Energía Internacional,FCASE-116
Sistemas de Energía Internacional,FCASE-115
Sistemas de Energía Internacional,FCASE-114
Sistemas de Energía Internacional,FCASE-113
Sistemas de Energía Internacional,FASE-2420
Sistemas de Energía Internacional,FASE-2419
Sistemas de Energía Internacional,FASE-2418
Sistemas de Energía Internacional,FASE-2417
Sistemas de Energía Internacional,FASE-2415
Sistemas de Energía Internacional,FASE-2412
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-619
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-603
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1016
Sistemas de Energía Internacional,FCASE-112
Sistemas de Energía Internacional,FCASE-111
Sistemas de Energía Internacional,FASE-2422
Sistemas de Energía Internacional,FASE-2408
Gentor,FAGE-538
Gentor,FAGE-537
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-939
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-868
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-862
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-849
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-843
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-698
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-696
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-686
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-685
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-667
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-663
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-657
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-656
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-652
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-651
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-625
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-620
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-617
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1013
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1009
Domos Telecomunicaciones S.A. de C.V.,FDT-433
Rec y Disp de Desechos Amb S.A. de C.V.,FCACECO-34
Gentor,FAGE-532
Gentor,FAGE-531
Gentor,FAGE-530
Gentor,FAGE-529
Gentor,FAGE-528
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-842
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-832
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-831
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-830
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-668
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-660
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-623
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-1239
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-829
Gentor,FAGE-527
Gentor,FAGE-526
Gentor,FAGE-525
SERVICIOS CORPORATIVOS GENTOR,FASCG-53
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-839
SERVICIOS CORPORATIVOS GENTOR,FASCG-52
SERVICIOS CORPORATIVOS GENTOR,FASCG-51
SERVICIOS CORPORATIVOS GENTOR,FASCG-50
SERVICIOS CORPORATIVOS GENTOR,FASCG-49
SERVICIOS CORPORATIVOS GENTOR,FASCG-48
SERVICIOS CORPORATIVOS GENTOR,FASCG-47
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-734
SERVICIOS CORPORATIVOS GENTOR,FASCG-54
Gentor Servicios,FAGS-113
Gentor Servicios,FAGS-112
Gentor Servicios,FAGS-111
Gentor Servicios,FAGS-110
Gentor Servicios,FAGS-109
Gentor Servicios,FAGS-108
Gentor Servicios,FAGS-107
Gentor Servicios,FAGS-106
Gentor,FAGE-524
Domos Telecomunicaciones S.A. de C.V.,FDT-432
Domos Telecomunicaciones S.A. de C.V.,FDT-431
Domos Telecomunicaciones S.A. de C.V.,FDT-430
Domos Telecomunicaciones S.A. de C.V.,FDT-429
Domos Telecomunicaciones S.A. de C.V.,FDT-428
Domos Telecomunicaciones S.A. de C.V.,FDT-427
Ingenieria y Mejoramiento Ambiental,FACHYD-40
Inge y Mejor Ambiental S.A. de C.V.,FACHYD-4
Sistemas de Energía Internacional,FASE-2405
Domos Telecomunicaciones S.A. de C.V.,FDT-426
Domos Telecomunicaciones S.A. de C.V.,FDT-425
Domos Telecomunicaciones S.A. de C.V.,FDT-424
Domos Telecomunicaciones S.A. de C.V.,FDT-423
Domos Telecomunicaciones S.A. de C.V.,FDT-422
Domos Telecomunicaciones S.A. de C.V.,FDT-421
Sistemas de Energía Internacional,FASE-2404
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-826
Domos Telecomunicaciones S.A. de C.V.,FDT-420
Domos Telecomunicaciones S.A. de C.V.,FDT-419
Domos Telecomunicaciones S.A. de C.V.,FDT-418
Domos Telecomunicaciones S.A. de C.V.,FDT-417
Domos Telecomunicaciones S.A. de C.V.,FDT-416
Domos Telecomunicaciones S.A. de C.V.,FDT-415
Domos Telecomunicaciones S.A. de C.V.,FDT-414
Domos Telecomunicaciones S.A. de C.V.,FDT-413
Domos Telecomunicaciones S.A. de C.V.,FDT-412
Domos Telecomunicaciones S.A. de C.V.,FDT-411
Sistemas de Energía Internacional,FASE-2403
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-921
Domos Telecomunicaciones S.A. de C.V.,FDT-410
Domos Telecomunicaciones S.A. de C.V.,FDT-409
SSNL Servicios Sustentables NL,FABN-471
SSNL Servicios Sustentables NL,FABN-470
SSNL Servicios Sustentables NL,FABN-469
SSNL Servicios Sustentables NL,FABN-468
SSNL Servicios Sustentables NL,FABN-467
SSNL Servicios Sustentables NL,FABN-466
SSNL Servicios Sustentables NL,FABN-465
SSNL Servicios Sustentables NL,FABN-464
SSNL Servicios Sustentables NL,FABN-463
SSNL Servicios Sustentables NL,FABN-462
SSNL Servicios Sustentables NL,FABN-461
SSNL Servicios Sustentables NL,FABN-460
SSNL Servicios Sustentables NL,FABN-459
SSNL Servicios Sustentables NL,FABN-458
SSNL Servicios Sustentables NL,FABN-457
SSNL Servicios Sustentables NL,FABN-456
SSNL Servicios Sustentables NL,FABN-455
SSNL Servicios Sustentables NL,FABN-454
SSNL Servicios Sustentables NL,FABN-453
SSNL Servicios Sustentables NL,FABN-452
Domos Telecomunicaciones S.A. de C.V.,FDT-408
Domos Telecomunicaciones S.A. de C.V.,FDT-407
Domos Telecomunicaciones S.A. de C.V.,FDT-406
Domos Telecomunicaciones S.A. de C.V.,FDT-405
Domos Telecomunicaciones S.A. de C.V.,FDT-404
Domos Telecomunicaciones S.A. de C.V.,FDT-403
Domos Telecomunicaciones S.A. de C.V.,FDT-402
Domos Telecomunicaciones S.A. de C.V.,FDT-401
Domos Telecomunicaciones S.A. de C.V.,FDT-400
Sistemas de Energía Internacional,FASE-2401
Sistemas de Energía Internacional,FASE-2400
Sistemas de Energía Internacional,FASE-2399
Sistemas de Energía Internacional,FASE-2398
Sistemas de Energía Internacional,FASE-2397
Inge y Mejor Ambiental S.A. de C.V.,FACHYD-7
Ingenieria y Mejoramiento Ambiental,FACHYD-38
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-602
Sistemas de Energía Internacional,FCASE-119
Sistemas de Energía Internacional,FASE-2396
CHP,FACHP-2
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-864
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-861
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-860
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-838
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-618
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-608
Domos Telecomunicaciones S.A. de C.V.,FDT-399
Domos Telecomunicaciones S.A. de C.V.,FDT-398
CHP,FCHP-1
Sistemas de Energía Internacional,FASE-2402
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-969
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-733
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-714
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-682
Rec y Disp de Desechos Amb S.A. de C.V.,FACECO-650
